date,brand,name_product,old_price,new_price,detail
23.09.2022,Varta,Kit,41.50,29,LCD Plug Charger 8 pcs AAA AA 1000 mAh Piles rechargeables + chargeur
24.09.2022,Aukey,Omnia,72.90,50,PA-B6S + cÃ¢ble USB C 90 W Technologie GaN Power Delivery 3.0 Charge rapide 4.0 Charge rapide adaptative
25.09.2022,Logitech,MX,106,79,Keys Plus CH Sans fil
27.09.2022,HP,ProBook,890,699,445 G8 14  AMD Ryzen 7 5800U 16 Go 512 Go CH
28.09.2022,SanDisk,Extreme,119,93,PRO SDXC SDXC 512 Go U3 UHS-I
29.09.2022,Dell,C2722DE,379,249,2560 x 1440 pixels 27 
30.09.2022,Norton,Deluxe,45,27,15 Mt. 5 x Mac OS Windows iOS Android Version complète 13618:04:51]
01.10.2022,HP,LaserJet,116,89,M110we Laser Noir et blanc
02.10.2022,SanDisk,Ultra,182,155,3D 2000 Go 2.5
03.10.2022,Joule,Force,1530,1149,Nuke RTX3060 II7 Intel Core i7-11700F 16 Go 500 Go 1 To HDD SSD
04.10.2022,Netgear,RAX,285,179,120 Nighthawk 5G WiFi 6
05.10.2022,Acer,Aspire,943,699,5 15.60  Intel Core i7-1165G7 16 Go 1000 Go CH
06.10.2022,Viewsonic,M2,613,499,Full HD 1200 lm 1.23:1
07.10.2022,Logitech,Ergo,91.40,75,K860 CH Sans fil
08.10.2022,Pale,Blue,35,28,AA pack de 4 4 pcs AA 1560 mAh Batterie
09.10.2022,Netatmo,SystÃ¨me,336,265,dalarme set Security
10.10.2022,Lenovo,ThinkPad,1099,849,E15 Gen 2 15.60  Intel Core i5-1135G7 16 Go 512 Go CH
11.10.2022,Netgear,RBK,267,179,353 Orbi WiFi 6 Dual Band set
12.10.2022,Kingston,KC,209,179,3000 2048 Go M.2 2280
13.10.2022,Razer,Hammerhead,186,99,True Wireless Pro 16 h
14.10.2022,Logitech,G,258,209,G29 Driving Force PlayStation PC
15.10.2022,LG,OLED,1006,777,55C17 4K OLED 2021 55 
16.10.2022,AOC,C27G2ZU,279,199,/BK 1920 x 1080 pixels 27 
17.10.2022,Lenovo,V15,599,399,Gen 2 15.60  Intel Core i3-1115G4 8 Go 256 Go CH
18.10.2022,LG,HU,1399,949,70LS 4K 1500 lm 1.2 - 1.5:1
19.10.2022,Canon,BoÃ®tier,2264,1899,EOS 5D Mark IV 30.40 Mpx Plein format
20.10.2022,ASUS,ExpertCenter,782,599,D5 Intel Core i5-11400 16 Go 512 Go SSD
21.10.2022,Netgear,LAX,299,199,20-100EUS 4G LTE WiFi
22.10.2022,ASUS,VP,294,199,28UQGL 3840 x 2160 pixels 28
23.10.2022,Harman,Boombox,539,399,3 24 h Fonctionnement sur batterie
"24.10.2022,Microsoft,Office,149,99,Famille et Etudiants 2021 illimite 1x Windows Mac OS
25.10.2022,Samsung,QE,1999,1499,75QN90A 4K NeoQLED VA 2021 75"""
26.10.2022,Devolo,Kit,299,199,de dÃ©marrage Powerline Mesh WiFi 2 2400 Mbit/s
27.10.2022,Vava,4K,2439,1949,UST 4K 1800 lm 0.233:1
28.10.2022,Anda,seaT,459,369,Kaiser 3
29.10.2022,Disk2Go,Switch,32.00,19.90,lot de 2 64 Go USB Type A USB C 3.0
30.10.2022,AOC,U27V4EA,295,199,3840 x 2160 pixels 27 
31.10.2022,Apple,iPhone,720,639,12 mini 256 Go Noir 5.40  SIM + eSIM 12 Mpx 5G
01.11.2022,LG,QNED,1741,999,999PB 8K Mini-LED 2021 65 
02.11.2022,Acer,Nitro,359,199,XV280K 3840 x 2160 pixels 28 
03.11.2022,Logitech,G,154,119,Pro X Lightspeed
04.11.2022,L33T,Energy,204,119,nan
05.11.2022,Einova,Power,130,99.90,Bar 10000 mAh 53 W
06.11.2022,Yamaha,RX,596,489,-V4A 5.2 canaux
07.11.2022,Philips,329P1H,593,449,/00 3840 x 2160 pixels 31.50 
08.11.2022,HP,Omen,1349,899,16-c0600nz 16.10  AMD Ryzen 5 5600H 16 Go 512 Go CH
09.11.2022,BenQ,TH,689,529,575 Full HD 3800 lm 1.49 - 1.64:1
10.11.2022,Crucial,50,195,149,/1ToCrucial X8 2000 Go
11.11.2022,Energizer,Recharge,54.80,29,Maxi Kit 8 pcs AA AAA 2000 mAh Piles rechargeables + chargeur
12.11.2022,Crucial,Laptop,125,89,Memory 2 x 16GB SO-DIMM 260 x RAM DDR4 3200 MHz
13.11.2022,Nextbase,GW,299,229,récepteur GPS 4K
14.11.2022,WD,Red,549,469,Pro 20 To 3.5 CMR
15.11.2022,Huawei,MateView,429,349,GT 3440 x 1440 pixels 34 
16.11.2022,Arlo,Ultra,909,659,2 SPotlight set de 4 noir 3840 x 2160 pixels
17.11.2022,Dell,Vostro,910,589,5510 15.60  Intel Core i5-11320H 16 Go 512 Go CH
18.11.2022,Lenovo,Legion,1499,1149,T5 Ryzen 7 5800 16 Go 2 To 1000 Go PCIe Card SSD HDD
19.11.2022,noblechairs,HERO,399,349,nan
20.11.2022,Corsair,K70,219,159,RGB Pro CH Filaire
21.11.2022,Cat,S42,249,199,H+ 32 Go Noir 5.50  Double SIM 13 Mpx 4G
29.11.2022,HP,HP,249,189,HP OfficeJet Pro 9012eEncre CouleurEncre
30.11.2022,ASUS,Routeur,,249,nan
25.12.2022,B&O,Beolit,439,329,208 h Fonctionnement sur batterie
26.12.2022,Logitech,G,185,139,G915 TKLCH Sans filCH
